MnuNo,MenuOpt,MnuName,MnuCap,MnuPgm,ExeName,MnuWght,AllowWhenTrnClosed,pgmopt,DbInfo,MenuIcon,Menusep,MenuBold,MultiInstance,SourceFile
613,6133,Customer Mailer,Customer Mailer,P,SR430900.EXE,0,0,0,,,,0,0,ZIP:SH9_020_EE_0_02.S9Q
613,6134,Print Address Labels,Print Address Labels,P,SR323600.EXE,0,0,0,,,,0,0,ZIP:SH9_020_EE_0_02.S9Q
614,6140,<<Class1>>-<<Class2>> Combo,Product + Brand Combo Settings,P,SH400900.EXE,0,0,1,,,,0,0,ZIP:SH9_020_EE_0_02.S9Q
614,6141,Multiple Price,Multiple Price,P,SR143500.EXE,0,0,1,,,,0,0,ZIP:SH9_020_EE_0_02.S9Q
615,6122,Period,Week Catalogue,P,SH400600.exe,0,0,0,,,,0,0,ZIP:SH9_020_EE_0_02.S9Q
615,6123,Period,Season Catalogue,P,SE200300.exe,0,0,0,,,,0,0,ZIP:SH9_020_EE_0_02.S9Q
650,651,Listings,Price,P,SR203600.exe,0,0,1,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
650,652,Listings,Price Revision,P,SR230500.EXE,0,0,0,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
650,653,Listings,Style Catalogue,P,SR430800.EXE,0,1,0,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
650,654,Listings,Sales Promotions,P,SR230400.EXE,0,0,1,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
650,655,Listings,Sales Factors,P,SR216300.exe,0,1,1,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
650,656,Listings,Schedule Details,P,SE100220.EXE,0,0,2,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
650,657,Listings,Terminal Prefix,P,SR234300.EXE,0,0,1,0+2,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
650,658,Listing,Customers,P,SR242500.EXE,0,0,0,,,,0,0,ZIP:SH9_019_EE_9_02.S9Q
650,660,PersonnelListing,Personnel Listing,P,SR244000.exe,0,0,1,,,,0,0,ZIP:SH9_020_EE_0_02.S9Q
650,661,Price Listing,Price Listing-New,P,SR244300.exe,0,0,1,,,,0,0,ZIP:SH9_020_EE_0_02.S9Q
700,711,Setup,Company Creation,P,SR432000.exe,0,0,0,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
700,712,Setup,Company Maintenance,P,SR406500.exe,0,0,0,0+2,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
700,713,Setup,Create Secondary Database,P,SR429000.exe,0,0,0,0,,1,0,0,ZIP:SH9_013_EE_0_10.S9Q
700,720,Setup,General,M,,0,0,0,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
700,750,Setup,Supervisory Functions,M,,0,0,0,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
720,721,General,System Parameters,P,SR426400.EXE,0,0,0,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
720,722,General,Bill Prefix,P,SR438600.EXE,0,0,1,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q|UPDATE:SH9_0151_EE_0_01.S9Q|UPDATE:ZIP:SH9_0151_EE_0_01.S9Q
720,723,General,Stock Number Methodology,P,SR123000.EXE,0,0,0,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
720,724,General,Printing Templates,P,SR428200.EXE,0,0,1,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
720,725,General,Flat File Values,P,SR428700.EXE,0,0,1,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
720,726,General,Goods Inward / Outward Prefix,P,SR429300.EXE,0,0,1,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
720,727,General,Cash / Purchase Order Prefix,P,SR429300.EXE,0,0,2,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
720,728,General,Tally Interface - Mapping,P,SR431000.EXE,0,1,1,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
720,729,General,Tally Interface - HSN Mapping,P,SR431800.EXE,0,1,0,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
720,740,General,Tally Interface Utilities,M,,0,0,0,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
720,804,General,Print Engine Configuration,P,SR438500.EXE,0,0,1,0+2,,0,0,0,ZIP:SH9_015_EE_6_03.S9Q
740,741,Tally Interface Utilities,Change Company Information,P,SR431700.EXE,0,1,1,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
740,742,Tally Interface Utilities,Delete Mapping,P,SR431700.EXE,0,1,3,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
740,743,Tally Interface Utilities,Changes Master,P,SR431700.EXE,0,1,5,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
740,744,Tally Interface Utilities,Manage Missing Vouchers,P,SR431700.EXE,0,1,7,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
740,745,Tally Interface Utilities,Offline Re-posting,P,SR431700.EXE,0,1,9,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
740,746,Tally Interface Utilities,Voucher Comparison Utility,P,SR431700.EXE,0,1,11,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
750,751,Supervisory Functions,User Authorisation,P,SR406100.EXE,0,1,0,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
750,752,Supervisory Functions,Change Password,P,SR406000.exe,0,1,0,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
750,753,Supervisory Functions,Menu / User Weights,P,SR413900.EXE,0,1,0,0,,1,0,0,ZIP:SH9_013_EE_0_10.S9Q
750,754,Supervisory Functions,Menu / Node Restriction,P,SR413300.EXE,0,1,0,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
750,755,Supervisory Functions,Node Management,P,SR413400.EXE,0,1,2,0,,1,0,0,ZIP:SH9_013_EE_0_10.S9Q
750,756,Supervisory Functions,Data Rebuild,P,SR320800.EXE,0,0,1,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
750,757,Supervisory Functions,Cost price Variance Fixing,P,SR730000.EXE,0,0,0,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
750,758,Supervisory Functions,Year End Process,P,SR428100.Exe,0,0,1,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
750,759,Supervisory Functions,Re-Open Day,P,SR333100.Exe,0,1,1,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
750,760,Supervisory Functions,Database Archival,P,SR329700.EXE,0,1,1,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
750,765,Supervisory options,Manage DayEnd/ DayBegin Activity List,P,SR435700.exe,0,-1,0,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
750,770,Supervisory options,Price Revision Authorisation,P,SR230500.exe,0,0,4,0,,0,0,,ZIP:SH9_014_EE_0_01.S9Q
750,771,Item Reclassification,Item Reclassification,P,SR439400.EXE,0,0,1,0,,0,0,0,ZIP:SH9_016_EE_0_01.S9Q
750,772,Tax Re-computation,Tax Re-computation,P,SR721500.EXE,0,0,0,0,,0,0,0,ZIP:SH9_0161_EE_0_01.S9Q
800,801,Help,Shoper Help,P,SR428900.Exe,0,1,1,2,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
800,802,Help,Support Centre,P,SR435600.Exe,0,1,0,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
800,803,Help,About Shoper,P,SR428900.Exe,0,1,2,2,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
800,804,Help,Live Chat,P,sr428900.Exe,0,1,8,0,,0,0,0,ZIP:SH9_013_EE_0_10.S9Q
900,910,Analysis Reports,Sales,M,,0,0,0,0,,0,0,0,ZIP:SH9_015_EE_4_21.S9Q
900,920,Analysis Reports,Stock,M,,0,0,0,0,,0,0,0,ZIP:SH9_015_EE_4_21.S9Q
900,930,Analysis Reports,Customer Offtake,M,,0,0,0,0,,0,0,0,ZIP:SH9_015_EE_4_21.S9Q
900,940,Analysis Reports,Report Designer,M,,0,0,0,0,,0,0,0,ZIP:SH9_018_EE_0_01.S9Q
910,911,Sales,Bill-wise,P,SR435600.EXE,0,1,2,0+2,,0,0,0,ZIP:SH9_015_EE_4_21.S9Q
910,912,Sales,Product-wise,P,SR435600.EXE,0,1,8,0+2,,0,0,0,ZIP:SH9_015_EE_4_21.S9Q
910,913,Sales,Product + Brand-wise,P,SR435600.EXE,0,1,9,0+2,,0,0,0,ZIP:SH9_015_EE_4_21.S9Q
910,914,Sales,Item-wise,P,SR435600.EXE,0,1,10,0+2,,0,0,0,ZIP:SH9_015_EE_4_21.S9Q
910,915,Sales,Monthly comparision,P,SR435600.EXE,0,1,6,0+2,,0,0,0,ZIP:SH9_015_EE_4_21.S9Q
920,921,Stock,Item-wise Balance,P,SR435600.EXE,0,1,11,0+2,,0,0,0,ZIP:SH9_015_EE_4_21.S9Q
920,922,Stock,Size-wise Balance,P,SR435600.EXE,0,1,12,0+2,,0,0,0,ZIP:SH9_015_EE_4_21.S9Q
920,923,Stock,Movement,P,SR435600.EXE,0,1,13,0+2,,0,0,0,ZIP:SH9_015_EE_4_21.S9Q
920,924,Stock,Analysis,P,SR435600.EXE,0,1,14,0+2,,0,0,0,ZIP:SH9_015_EE_4_21.S9Q
930,931,Customer Offtake,Summary,P,SR435600.EXE,0,1,3,0+2,,0,0,0,ZIP:SH9_015_EE_4_21.S9Q
930,932,Customer Offtake,Detailed,P,SR435600.EXE,0,1,4,0+2,,0,0,0,ZIP:SH9_015_EE_4_21.S9Q
930,933,Customer Offtake,Brand-wise,P,SR435600.EXE,0,1,5,0+2,,0,0,0,ZIP:SH9_015_EE_4_21.S9Q
940,941,Report Designer,Sales,P,SR435600.EXE,0,1,201,0+2,,0,0,0,ZIP:SH9_018_EE_0_01.S9Q
940,942,Report Designer,Stock,P,SR435600.EXE,0,1,202,0+2,,0,0,0,ZIP:SH9_018_EE_0_01.S9Q
940,943,Report Designer,Sales && Stock,P,SR435600.EXE,0,1,203,0+2,,0,0,0,ZIP:SH9_018_EE_0_01.S9Q
940,944,Report Designer,Stock as on Date,P,SR435600.EXE,0,1,204,0+2,,0,0,0,ZIP:SH9_018_EE_0_01.S9Q
940,945,Report Designer,Tender,P,SR435600.EXE,0,1,205,0+2,,0,0,1,ZIP:SH9_019_EE_0_01.S9Q
940,946,Report Designer,Slips,P,SR435600.EXE,0,1,206,0+2,,0,0,1,ZIP:SH9_020_EE_4_02.S9Q
